丁,秨絃基,程蔼基,程基,Μ絃基,Θユ秖,MA5,MA10,DIF12-26,MACD9,OSC,磕戈(じ),畉肂(じ),禦秈(じ),芥(じ),瞷纕(眎),ㄏノ瞯,磕ㄩ(眎),畉肂(眎),禦秈(眎),芥(眎),ㄩ纕(眎),ㄏノ瞯,ㄩ緇肂(眎),畉肂(眎),ㄩ(眎),临ㄩ(眎),讽≧眎计,讽≧瞯,戈ㄩが╄(眎),瞷讽≧(眎),讽≧ゑ瞯,禦秈,芥,禦芥禬(じ),戈仓璸禦芥禬(じ),禦秈(じ),芥(じ),戈ゑㄒ,禦芥禬(じ),щ獺仓璸禦芥禬(じ),禦秈(じ),芥(じ),щ獺ゑㄒ,禦芥禬(じ),犁坝仓璸禦芥禬(じ),禦秈(じ),芥(じ),犁坝ゑㄒ,禦芥禬(じ),猭仓璸禦芥禬(じ),禦秈(じ),芥(じ),猭ゑㄒ,禦芥畉,禦秈,芥
2002/6/4,5443.87,5535.62,5443.87,5527.8,505.94,617.8,670.04,-106.26,-110.92,4.66,2370货,3.81货,82.8货,76.4货,1.90窾,N/A,68.3窾,-189,6.88窾,7.09窾,2061,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-51.6货,8667货,46.5货,98.1货,N/A,-10.0货,-816货,23.6货,33.7货,N/A,-2.44货,-423货,6.60货,9.04货,N/A,-64.1货,7392货,76.8货,141货,N/A,N/A,N/A,N/A
2002/6/5,5583.88,5626.31,5567.06,5599.42,702.35,659.62,672.58,-102.16,-109.17,7.01,2381货,10.6货,123货,110货,1.28窾,N/A,75.8窾,7.52窾,4.75窾,12.4窾,1315,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-17.7货,8649货,62.9货,80.6货,N/A,9.86货,-806货,39.9货,30.0货,N/A,3.37货,-420货,12.4货,9.00货,N/A,-4.50货,7388货,115货,120货,N/A,N/A,N/A,N/A
2002/6/6,5613.66,5656.91,5578.06,5591.02,670.8,603.71,678.11,-97.29,-106.79,9.5,2386货,5.62货,119货,111货,9592,N/A,79.9窾,4.10窾,4.91窾,9.29窾,1384,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-18.9货,8630货,67.1货,86.0货,N/A,5.86货,-800货,37.6货,31.8货,N/A,2.40货,-417货,12.6货,10.2货,N/A,-10.6货,7377货,117货,128货,N/A,N/A,N/A,N/A
2002/6/7,5472.62,5523.82,5423.26,5433.02,715.61,616.4,661.74,-104.41,-106.31,1.91,2380货,-6.75货,116货,120货,1.21窾,N/A,76.3窾,-3.54窾,9.00窾,5.62窾,926,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-96.8货,8534货,56.8货,154货,N/A,-5.59货,-806货,27.4货,33.0货,N/A,-8.48货,-426货,9.96货,18.4货,N/A,-111货,7266货,94.2货,205货,N/A,N/A,N/A,N/A
2002/6/10,5477.01,5520.18,5442.64,5499.33,567.8,632.5,649.74,-105.84,-106.22,0.38,2382货,2.79货,89.4货,83.5货,7929,N/A,78.6窾,2.24窾,6.55窾,9.01窾,1961,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-13.6货,8520货,83.9货,97.5货,N/A,5.24货,-801货,25.0货,19.8货,N/A,2.47货,-423货,10.1货,7.62货,N/A,-5.86货,7261货,119货,125货,N/A,N/A,N/A,N/A
2002/6/11,5536.87,5540.56,5391.75,5405.42,613.24,653.96,635.88,-110.1,-107,-3.11,2361货,-20.9货,109货,125货,1.49窾,N/A,76.8窾,-1.77窾,6.92窾,5.37窾,2085,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-11.0货,8509货,53.4货,64.4货,N/A,-3.72货,-804货,24.1货,27.9货,N/A,-5.74货,-429货,7.54货,13.3货,N/A,-20.5货,7240货,85.0货,105货,N/A,N/A,N/A,N/A
2002/6/12,5380.07,5422.7,5357.12,5399.96,582.66,630.02,644.82,-115.45,-108.69,-6.76,2355货,-6.15货,95.8货,96.1货,1.36窾,N/A,79.0窾,2.14窾,6.10窾,8.44窾,1630,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-14.1货,8495货,60.1货,74.2货,N/A,1.16货,-803货,29.8货,28.6货,N/A,-5051窾,-430货,13.0货,13.5货,N/A,-13.4货,7227货,103货,116货,N/A,N/A,N/A,N/A
2002/6/13,5458.21,5580.07,5457.51,5562.23,1049.58,705.78,654.74,-106.71,-108.29,1.58,2360货,4.95货,176货,159货,1.22窾,N/A,81.3窾,2.34窾,8.16窾,11.7窾,4153,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.10货,8499货,98.6货,94.5货,N/A,31.3货,-772货,64.2货,32.9货,N/A,11.5货,-418货,29.3货,17.8货,N/A,46.9货,7274货,192货,145货,N/A,N/A,N/A,N/A
2002/6/14,5539.21,5585.51,5534.83,5562.12,842.47,731.15,673.77,-97,-106.03,9.03,2365货,4.30货,155货,144货,1.23窾,N/A,82.5窾,1.20窾,6.40窾,7.77窾,1334,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.07货,8502货,47.4货,44.3货,N/A,25.8货,-746货,54.6货,28.8货,N/A,6.52货,-412货,20.3货,13.8货,N/A,35.4货,7309货,122货,87.0货,N/A,N/A,N/A,N/A
2002/6/17,5589.64,5621.05,5531.64,5537.81,820.54,781.7,707.1,-88.62,-102.55,13.93,2366货,1.93货,137货,133货,9479,N/A,84.1窾,1.60窾,5.01窾,6.78窾,1546,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-13.0货,8489货,146货,159货,N/A,12.2货,-734货,36.8货,24.6货,N/A,6.75货,-405货,17.7货,11.0货,N/A,5.97货,7315货,201货,195货,N/A,N/A,N/A,N/A
2002/6/18,5625.15,5625.15,5516.54,5536.42,692.91,797.63,725.8,-81.31,-98.3,16.99,2357货,-9.07货,126货,133货,1.63窾,N/A,84.9窾,7704,6.33窾,7.28窾,1328,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.6货,8527货,75.7货,38.1货,N/A,3.55货,-730货,30.3货,26.8货,N/A,-5.22货,-410货,8.43货,13.7货,N/A,35.9货,7351货,114货,78.5货,N/A,N/A,N/A,N/A
2002/6/19,5532.28,5565.46,5388.46,5399.5,640.68,809.24,719.63,-83.86,-95.41,11.55,2339货,-18.8货,108货,123货,1.03窾,N/A,81.2窾,-3.67窾,8.77窾,5.23窾,1276,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-30.6货,8496货,52.8货,83.4货,N/A,-21.5货,-752货,26.0货,47.5货,N/A,-16.3货,-426货,6.48货,22.8货,N/A,-68.4货,7282货,85.2货,154货,N/A,N/A,N/A,N/A
2002/6/20,5333.83,5445.77,5264.35,5445.77,629.55,725.23,715.5,-87.93,-93.92,5.99,2344货,5.63货,107货,95.6货,1.18窾,N/A,81.7窾,4987,8.46窾,9.39窾,1561,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-7.04货,8489货,64.4货,71.5货,N/A,-10.3货,-762货,24.9货,35.2货,N/A,-7.27货,-434货,10.3货,17.6货,N/A,-24.6货,7258货,99.7货,124货,N/A,N/A,N/A,N/A
2002/6/21,5377.55,5516.55,5357.51,5460.53,799.4,716.62,723.88,-86.25,-92.38,6.13,2346货,2.05货,135货,129货,8568,N/A,85.9窾,4.18窾,5.70窾,10.1窾,1268,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.0货,8529货,113货,73.2货,N/A,5.56货,-756货,35.3货,29.8货,N/A,4.50货,-429货,13.4货,8.92货,N/A,50.0货,7308货,162货,112货,N/A,N/A,N/A,N/A
2002/6/24,5440.61,5467.25,5361.29,5384.89,589.33,670.37,726.04,-87.88,-91.48,3.61,2314货,-31.8货,94.7货,122货,1.10窾,N/A,85.5窾,-3882,5.19窾,4.92窾,1096,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.3货,8547货,81.1货,62.8货,N/A,-9.44货,-766货,22.1货,31.6货,N/A,-5.13货,-434货,6.69货,11.8货,N/A,3.77货,7312货,110货,106货,N/A,N/A,N/A,N/A
2002/6/25,5419.93,5432.38,5299.19,5316.04,663.78,664.55,731.09,-92.83,-91.75,-1.08,2263货,-51.4货,95.6货,139货,1.75窾,N/A,85.3窾,-1662,9.08窾,9.05窾,1342,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55.8货,8603货,111货,55.0货,N/A,-18.9货,-785货,25.0货,43.9货,N/A,-5.10货,-439货,10.1货,15.2货,N/A,31.8货,7343货,146货,114货,N/A,N/A,N/A,N/A
2002/6/26,5225.58,5233.76,5094.42,5123.04,593.81,655.17,732.2,-111.4,-95.68,-15.72,2190货,-73.1货,86.2货,144货,2.90窾,N/A,79.9窾,-5.45窾,9.21窾,3.91窾,817,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-3951窾,8603货,83.5货,83.9货,N/A,-14.9货,-800货,18.3货,33.2货,N/A,-21.7货,-461货,4.70货,26.4货,N/A,-37.0货,7306货,107货,144货,N/A,N/A,N/A,N/A
2002/6/27,5144.57,5172.67,5048.31,5071.76,581.74,645.61,685.42,-128.86,-102.32,-26.54,2139货,-50.8货,84.4货,112货,5.44窾,N/A,82.4窾,2.54窾,7.87窾,11.0窾,5890,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-18.8货,8584货,72.5货,91.2货,N/A,1.63货,-798货,30.2货,28.5货,N/A,-9.86货,-471货,5.90货,15.8货,N/A,-27.0货,7279货,109货,136货,N/A,N/A,N/A,N/A
2002/6/28,5143.41,5181.37,5109.83,5153.71,578.3,601.39,659,-136.4,-109.13,-27.27,2111货,-27.8货,83.8货,96.8货,3.28窾,N/A,88.5窾,6.09窾,6.09窾,12.4窾,1843,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.42货,8588货,80.0货,75.6货,N/A,14.2货,-784货,35.8货,21.6货,N/A,-3.02货,-474货,8.73货,11.7货,N/A,15.6货,7295货,125货,109货,N/A,N/A,N/A,N/A
2002/7/1,5124.5,5124.5,4947.63,4969.32,356.14,554.75,612.56,-152.48,-117.8,-34.68,2051货,-60.1货,49.2货,96.0货,2.42窾,N/A,82.7窾,-5.80窾,7.73窾,2.13窾,1843,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.19货,8593货,44.3货,40.1货,N/A,-9.75货,-794货,14.2货,24.0货,N/A,-7.03货,-481货,2.77货,9.80货,N/A,-12.6货,7282货,61.3货,73.9货,N/A,N/A,N/A,N/A
2002/7/2,4881.12,5005.25,4881.12,4995.08,435.22,509.04,586.79,-166.01,-127.44,-38.57,2001货,-49.8货,66.5货,94.4货,4.86窾,N/A,86.0窾,3.29窾,5.74窾,9.21窾,1372,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.01货,8602货,51.2货,42.1货,N/A,-5.56货,-799货,23.4货,29.0货,N/A,-2.33货,-483货,6.09货,8.41货,N/A,1.13货,7284货,80.7货,79.6货,N/A,N/A,N/A,N/A
2002/7/3,4901.7,5054.25,4808.16,5047.82,687.77,527.83,591.5,-173.1,-136.58,-36.53,1976货,-24.9货,98.8货,110货,2.62窾,N/A,89.0窾,3.06窾,8.95窾,12.2窾,997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-9.78货,8592货,76.7货,86.4货,N/A,9.96货,-789货,44.6货,34.7货,N/A,2.32货,-481货,14.6货,12.3货,N/A,2.50货,7286货,136货,133货,N/A,N/A,N/A,N/A
2002/7/4,5064.43,5134.9,5024.44,5130.8,719.61,555.41,600.51,-167.45,-142.75,-24.7,1961货,-15.0货,109货,111货,1.67窾,N/A,96.6窾,7.61窾,5.55窾,13.3窾,1616,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.71货,8599货,56.0货,49.3货,N/A,23.2货,-766货,47.2货,24.1货,N/A,5.15货,-476货,15.0货,9.87货,N/A,35.0货,7321货,118货,83.2货,N/A,N/A,N/A,N/A
2002/7/5,5146.17,5255.23,5110.38,5255.23,936.7,627.09,614.24,-152.04,-144.61,-7.43,1962货,1678窾,139货,135货,1.51窾,N/A,102窾,5.85窾,7.50窾,13.6窾,1471,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.0货,8628货,97.0货,68.0货,N/A,16.6货,-749货,55.8货,39.1货,N/A,7.71货,-468货,23.7货,16.0货,N/A,53.3货,7374货,176货,123货,N/A,N/A,N/A,N/A
2002/7/8,5350.31,5417.1,5324.35,5377.86,1017.91,759.44,657.1,-125.84,-140.85,15.01,1958货,-3.96货,147货,150货,9967,N/A,106窾,3.94窾,7.43窾,12.7窾,1.39窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52.6货,8680货,133货,80.0货,N/A,19.1货,-730货,54.6货,35.5货,N/A,10.2货,-458货,26.1货,15.9货,N/A,81.9货,7456货,213货,131货,N/A,N/A,N/A,N/A
2002/7/9,5352.71,5388.52,5310.73,5388.52,752.67,822.93,665.99,-104.3,-133.54,29.24,1967货,9.82货,126货,115货,1.18窾,N/A,102窾,-3.99窾,10.1窾,7.76窾,1.50窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.0货,8715货,66.3货,31.3货,N/A,-6.67货,-737货,33.5货,40.1货,N/A,6899窾,-457货,14.0货,13.3货,N/A,29.0货,7485货,114货,84.7货,N/A,N/A,N/A,N/A
2002/7/10,5315.81,5332.06,5249.38,5262.01,622.91,809.96,668.9,-93.63,-125.56,31.93,1970货,2.72货,110货,105货,1.32窾,N/A,99.4窾,-3.04窾,8.63窾,6.65窾,1.04窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.49货,8717货,61.6货,60.1货,N/A,-22.2货,-759货,18.8货,41.0货,N/A,-2.46货,-460货,9.06货,11.5货,N/A,-23.2货,7462货,89.5货,113货,N/A,N/A,N/A,N/A
2002/7/11,5163.27,5277.39,5162.26,5202.59,642.42,794.52,674.97,-89.4,-118.33,28.93,1977货,6.47货,110货,101货,1.43窾,N/A,101窾,2.00窾,8.61窾,10.9窾,2570,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-36.3货,8680货,37.0货,73.3货,N/A,-1.94货,-761货,34.5货,36.5货,N/A,2.54货,-457货,13.5货,11.0货,N/A,-35.7货,7426货,85.0货,121货,N/A,N/A,N/A,N/A
2002/7/12,5287.46,5420.15,5287.46,5416.5,881.7,783.52,705.31,-71.2,-108.9,37.71,1991货,14.5货,151货,134货,9477,N/A,105窾,3.50窾,7.54窾,11.4窾,3397,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34.5货,8715货,87.8货,53.3货,N/A,41.0货,-720货,67.2货,26.2货,N/A,9.62货,-447货,25.1货,15.5货,N/A,85.1货,7511货,180货,95.1货,N/A,N/A,N/A,N/A
2002/7/15,5427.33,5440.06,5371.2,5393.01,862.9,752.52,755.98,-54.99,-98.12,43.13,1990货,-8949窾,150货,149货,9243,N/A,106窾,6901,7.97窾,9.01窾,2747,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.34货,8724货,58.7货,49.3货,N/A,19.0货,-701货,50.4货,31.4货,N/A,2.84货,-445货,17.9货,15.1货,N/A,31.1货,7543货,127货,95.9货,N/A,N/A,N/A,N/A
2002/7/16,5441.97,5460.09,5311.32,5318.01,744.03,750.79,786.86,-45.45,-87.59,42.14,1997货,6.39货,138货,130货,7481,N/A,105窾,-7058,8.34窾,7.78窾,1246,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.19货,8725货,50.7货,49.5货,N/A,-6.15货,-707货,38.4货,44.6货,N/A,-2.71货,-447货,15.8货,18.5货,N/A,-7.66货,7535货,105货,113货,N/A,N/A,N/A,N/A
2002/7/17,5273.01,5317.9,5202.83,5250.82,565.53,739.32,774.64,-45.14,-79.1,33.96,1992货,-4.32货,100货,103货,8951,N/A,102窾,-2.96窾,9.08窾,6.50窾,2419,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-29.9货,8696货,36.9货,66.8货,N/A,-3.97货,-711货,26.0货,29.9货,N/A,-4.35货,-452货,9.94货,14.3货,N/A,-38.2货,7497货,72.8货,111货,N/A,N/A,N/A,N/A
2002/7/18,5257.89,5315.79,5219.94,5242.11,774.82,765.8,780.16,-44.43,-72.16,27.73,2007货,14.9货,133货,117货,9719,N/A,109窾,6.92窾,5.70窾,12.8窾,2083,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-39.7货,8656货,65.3货,105货,N/A,8.98货,-702货,35.0货,26.0货,N/A,-1.85货,-454货,10.9货,12.8货,N/A,-32.6货,7464货,111货,144货,N/A,N/A,N/A,N/A
2002/7/19,5168.55,5191.77,5133.29,5161.92,636.72,716.8,750.16,-50.77,-67.88,17.12,2014货,6.44货,100货,166货,9319,N/A,108窾,-1.21窾,9.50窾,8.43窾,1320,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-68.7货,8587货,49.5货,118货,N/A,-4.37货,-707货,26.0货,30.4货,N/A,-5.17货,-459货,8.06货,13.2货,N/A,-78.3货,7386货,83.6货,162货,N/A,N/A,N/A,N/A
2002/7/22,5064.51,5089.19,5003.39,5043.5,524.04,649.03,700.77,-64.51,-67.21,2.7,2002货,-12.0货,82.4货,92.4货,1.08窾,N/A,102窾,-5.32窾,8.31窾,3.21窾,1945,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-31.6货,8555货,46.3货,77.9货,N/A,-11.7货,-719货,20.9货,32.6货,N/A,-6.75货,-465货,7.59货,14.3货,N/A,-50.1货,7336货,74.8货,125货,N/A,N/A,N/A,N/A
2002/7/23,5016.14,5159.23,4979.85,5159.23,654.36,631.09,690.94,-69,-67.57,-1.43,2014货,12.8货,102货,86.8货,1.19窾,N/A,105窾,2.38窾,6.60窾,9.29窾,1310,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-26.4货,8529货,68.6货,95.0货,N/A,6.68货,-712货,35.8货,29.1货,N/A,-1.72货,-467货,11.8货,13.5货,N/A,-21.4货,7314货,116货,138货,N/A,N/A,N/A,N/A
2002/7/24,5066.87,5111.64,4998.84,5039.48,656.62,649.31,694.31,-77.08,-69.47,-7.61,2017货,2.57货,108货,103货,9167,N/A,105窾,7842,5.50窾,6.42窾,705,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.0货,8453货,33.8货,110货,N/A,8.23货,-704货,33.7货,25.5货,N/A,-6.14货,-473货,11.2货,17.4货,N/A,-73.9货,7240货,78.7货,153货,N/A,N/A,N/A,N/A
2002/7/25,5164.53,5171.51,5043.04,5045.07,780.44,650.44,708.12,-80.24,-71.62,-8.61,2042货,24.9货,149货,122货,1.07窾,N/A,120窾,14.7窾,5.00窾,20.2窾,1370,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-36.3货,8417货,41.4货,77.6货,N/A,7.78货,-696货,39.2货,31.4货,N/A,-2.43货,-476货,10.8货,13.2货,N/A,-30.9货,7210货,91.3货,122货,N/A,N/A,N/A,N/A
2002/7/26,4902.5,4916.41,4828.51,4855.34,529.37,628.97,672.88,-98.72,-77.04,-21.68,2004货,-38.0货,81.9货,116货,1.29窾,N/A,112窾,-8.09窾,11.3窾,3.38窾,2223,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-34.6货,8382货,33.8货,68.4货,N/A,-15.7货,-712货,21.5货,37.2货,N/A,-7.39货,-483货,5.32货,12.7货,N/A,-57.7货,7152货,60.6货,118货,N/A,N/A,N/A,N/A
2002/7/29,4826.82,4917.26,4796.45,4858.44,636.03,651.36,650.2,-112.58,-84.15,-28.43,2014货,9.97货,103货,85.6货,2.02窾,N/A,119窾,6.83窾,6.69窾,13.7窾,1713,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.3货,8305货,45.5货,123货,N/A,9.35货,-702货,40.1货,30.7货,N/A,-6933窾,-484货,7.79货,8.48货,N/A,-68.6货,7083货,93.4货,162货,N/A,N/A,N/A,N/A
2002/7/30,4971.98,5019.82,4937.11,5005.04,858.05,692.1,661.6,-111.46,-89.61,-21.85,2020货,5.94货,137货,127货,9536,N/A,128窾,8.60窾,6.12窾,15.2窾,4525,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.3货,8319货,112货,97.4货,N/A,24.0货,-678货,57.6货,33.6货,N/A,2.83货,-481货,15.3货,12.5货,N/A,41.1货,7124货,185货,143货,N/A,N/A,N/A,N/A
2002/7/31,5006.62,5006.62,4927.44,4940.38,594.5,679.68,664.49,-112.35,-94.16,-18.19,2021货,1.01货,100货,98.0货,8345,N/A,127窾,-9886,7.27窾,6.96窾,6447,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-6.76货,8312货,46.1货,52.8货,N/A,10.0货,-668货,42.0货,32.0货,N/A,3.84货,-477货,12.1货,8.24货,N/A,7.12货,7131货,100货,93.1货,N/A,N/A,N/A,N/A
2002/8/1,4923.29,4970.36,4911.51,4916.59,541.96,631.98,641.21,-113.75,-98.08,-15.67,2027货,6.51货,92.3货,82.2货,2.73窾,N/A,126窾,-5612,5.91窾,10.8窾,5.06窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-31.2货,8281货,53.3货,84.5货,N/A,-4.89货,-673货,26.0货,30.9货,N/A,-812窾,-477货,8.09货,8.17货,N/A,-36.2货,7095货,87.4货,124货,N/A,N/A,N/A,N/A
2002/8/2,4848.59,4920.89,4805.77,4920.89,518.35,629.78,629.37,-116.48,-101.76,-14.72,2024货,-3.10货,76.9货,77.6货,1.06窾,N/A,124窾,-1.54窾,7.66窾,7.03窾,1.03窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-25.2货,8256货,45.9货,71.1货,N/A,-1.54货,-675货,25.8货,27.4货,N/A,-1.57货,-479货,8.40货,9.98货,N/A,-28.3货,7067货,80.1货,108货,N/A,N/A,N/A,N/A
2002/8/5,4684.55,4737.77,4624.76,4636.67,465.63,595.7,623.53,-135.89,-108.58,-27.3,1979货,-45.2货,68.3货,109货,1.37窾,N/A,113窾,-11.4窾,11.8窾,6714,2526,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-3.38货,8253货,50.9货,54.3货,N/A,-5.48货,-680货,14.8货,20.2货,N/A,-6.64货,-485货,6.51货,13.2货,N/A,-15.5货,7051货,72.2货,87.6货,N/A,N/A,N/A,N/A
2002/8/6,4506.6,4629.93,4506.6,4572.35,566.83,537.45,614.78,-156.61,-118.19,-38.42,1947货,-32.0货,88.1货,110货,3.00窾,N/A,111窾,-2.06窾,8.35窾,6.83窾,3684,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-59.3货,8193货,34.9货,94.2货,N/A,12.8货,-667货,32.6货,19.8货,N/A,-6.69货,-492货,7.59货,14.3货,N/A,-53.2货,6998货,75.1货,128货,N/A,N/A,N/A,N/A
2002/8/7,4696.4,4736.63,4684.5,4720.73,596.99,537.95,608.81,-159.48,-126.45,-33.03,1943货,-4.33货,95.9货,93.1货,2.77窾,N/A,123窾,12.4窾,4.45窾,17.1窾,3133,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-20.1货,8173货,40.2货,60.3货,N/A,17.9货,-649货,38.9货,21.0货,N/A,-1.00货,-493货,7.70货,8.70货,N/A,-3.18货,6995货,86.8货,89.9货,N/A,N/A,N/A,N/A
2002/8/8,4736.59,4764.03,4677.02,4700.23,693.41,568.24,600.11,-160.32,-133.22,-27.1,1936货,-6.53货,98.3货,101货,1.82窾,N/A,128窾,4.36窾,8.36窾,13.0窾,2953,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-14.7货,8158货,55.8货,70.5货,N/A,26.0货,-623货,66.1货,40.0货,N/A,6404窾,-493货,11.2货,10.5货,N/A,12.0货,7007货,133货,121货,N/A,N/A,N/A,N/A
2002/8/9,4802.41,4861.98,4786.21,4851.44,833.77,631.32,630.55,-149,-136.38,-12.62,1940货,3.87货,131货,122货,1.04窾,N/A,139窾,10.8窾,8.35窾,20.2窾,1.00窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.6货,8172货,66.6货,53.0货,N/A,18.0货,-605货,54.0货,36.0货,N/A,6.45货,-486货,17.4货,10.9货,N/A,38.0货,7045货,138货,99.9货,N/A,N/A,N/A,N/A
2002/8/12,4855.61,4895.63,4824.23,4852.07,563.78,650.96,623.33,-136.97,-136.5,-0.47,1942货,2.42货,90.0货,86.3货,9418,N/A,139窾,3905,6.14窾,6.98窾,4351,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-19.7货,8152货,49.6货,69.3货,N/A,9.37货,-596货,39.1货,29.7货,N/A,9.84货,-476货,15.6货,5.73货,N/A,-4820窾,7044货,104货,105货,N/A,N/A,N/A,N/A
2002/8/13,4845,4847.31,4804.92,4817.93,459.04,629.4,583.43,-128.7,-134.94,6.24,1943货,1.09货,74.8货,72.2货,9935,N/A,141窾,2.09窾,5.77窾,8.19窾,2332,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-2.43货,8150货,44.9货,47.4货,N/A,-1915窾,-596货,26.7货,26.9货,N/A,3.05货,-473货,8.23货,5.18货,N/A,4313窾,7045货,79.9货,79.4货,N/A,N/A,N/A,N/A
2002/8/14,4788.18,4887.43,4787.96,4887.43,659.9,641.98,589.97,-117.51,-131.45,13.94,1958货,14.4货,110货,94.4货,7784,N/A,142窾,1.34窾,7.69窾,12.4窾,3.25窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-12.4货,8138货,49.7货,62.1货,N/A,1.07货,-595货,31.4货,30.3货,N/A,7.64货,-466货,14.2货,6.53货,N/A,-3.68货,7041货,95.2货,98.9货,N/A,N/A,N/A,N/A
